URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/address-type,4.0.1,active,"2.16.840.1.113883.4.642.3.69",AddressType,AddressType,"The type of an address (physical / postal).","StructureDefinition/MINSA.Patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/address-use,4.0.1,active,"2.16.840.1.113883.4.642.3.67",AddressUse,AddressUse,"The use of an address.","StructureDefinition/MINSA.Patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/administrative-gender,4.0.1,active,"2.16.840.1.113883.4.642.3.1",AdministrativeGender,AdministrativeGender,"The gender of a person used for administrative purposes.","StructureDefinition/MINSA.RelatedPerson,StructureDefinition/MINSA.Patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contact-point-system,4.0.1,active,"2.16.840.1.113883.4.642.3.71",ContactPointSystem,ContactPointSystem,"Telecommunications form for contact point.","StructureDefinition/MINSA.Patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contact-point-use,4.0.1,active,"2.16.840.1.113883.4.642.3.73",ContactPointUse,ContactPointUse,"Use of contact point.","StructureDefinition/MINSA.Patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/identifier-type,4.0.1,active,"2.16.840.1.113883.4.642.3.45",Identifier Type Codes,IdentifierType,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","StructureDefinition/MINSA.RelatedPerson,StructureDefinition/MINSA.Patient","THO (V2)"
http://hl7.org/fhir/ValueSet/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.3.57",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","StructureDefinition/MINSA.RelatedPerson,StructureDefinition/MINSA.Patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/immunization-function,4.0.1,draft,"2.16.840.1.113883.4.642.3.995",ImmunizationFunctionCodes,Immunization Function Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the function a practitioner or organization may play in the immunization event. This value set is provided as a suggestive example.","StructureDefinition/MINSA.Immunization","THO (V2)"
http://hl7.org/fhir/ValueSet/immunization-funding-source,4.0.1,draft,"2.16.840.1.113883.4.642.3.293",ImmunizationFundingSource,Immunization Funding Source,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the source of the vaccine administered. This value set is provided as a suggestive example.","StructureDefinition/MINSA.Immunization","THO"
http://hl7.org/fhir/ValueSet/immunization-origin,4.0.1,draft,"2.16.840.1.113883.4.642.3.296",ImmunizationOriginCodes,Immunization Origin Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the source of the data when the report of the immunization event is not based on information from the person, entity or organization who administered the vaccine. This value set is provided as a suggestive example.","StructureDefinition/MINSA.Immunization","THO"
http://hl7.org/fhir/ValueSet/immunization-program-eligibility,4.0.1,draft,"2.16.840.1.113883.4.642.3.291",ImmunizationProgramEligibility,Immunization Program Eligibility,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the patient's eligibility for a vaccination program. This value set is provided as a suggestive example.","StructureDefinition/MINSA.Immunization","THO"
http://hl7.org/fhir/ValueSet/immunization-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.290",ImmunizationReasonCodes,Immunization Reason Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the reason why a dose of vaccine was administered. This value set is provided as a suggestive example.","StructureDefinition/MINSA.Immunization","SCT"
http://hl7.org/fhir/ValueSet/immunization-route,4.0.1,draft,"2.16.840.1.113883.4.642.3.289",ImmunizationRouteCodes,Immunization Route Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the administrative routes used during vaccination. This value set is provided as a suggestive example.","StructureDefinition/MINSA.Immunization","THO (V3)"
http://hl7.org/fhir/ValueSet/immunization-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.288",CodesForImmunizationSiteOfAdministration,Codes for Immunization Site of Administration,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the body site where the vaccination occurred. This value set is provided as a suggestive example.","StructureDefinition/MINSA.Immunization","THO (V3)"
http://hl7.org/fhir/ValueSet/immunization-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.295",ImmunizationStatusCodes,Immunization Status Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the current status of the administered dose of vaccine.","StructureDefinition/MINSA.Immunization","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/immunization-subpotent-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.993",ImmunizationSubpotentReason,Immunization Subpotent Reason,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the reason why a dose is considered to be subpotent. This value set is provided as a suggestive example.","StructureDefinition/MINSA.Immunization","THO"
http://hl7.org/fhir/ValueSet/immunization-target-disease,4.0.1,draft,"2.16.840.1.113883.4.642.3.1047",ImmunizationTargetDiseaseCodes,Immunization Target Disease Codes,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the disease that the dose is being administered against. This value set is provided as a suggestive example and includes the SNOMED CT concepts from the 64572001 (Disease) hierarchy.","StructureDefinition/MINSA.Immunization","SCT"
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/MINSA.Immunization,StructureDefinition/MINSA.RelatedPerson,StructureDefinition/MINSA.Patient","hl7.terminology.r4"
http://hl7.org/fhir/ValueSet/link-type,4.0.1,active,"2.16.840.1.113883.4.642.3.423",LinkType,LinkType,"The type of link between this patient resource and another patient resource.","StructureDefinition/MINSA.Patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/marital-status,4.0.1,active,"2.16.840.1.113883.4.642.3.29",Marital Status Codes,MaritalStatus,"This value set defines the set of codes that can be used to indicate the marital status of a person.","StructureDefinition/MINSA.Patient","THO (V3)"
http://hl7.org/fhir/ValueSet/name-use,4.0.1,active,"2.16.840.1.113883.4.642.3.65",NameUse,NameUse,"The use of a human name.","StructureDefinition/MINSA.RelatedPerson,StructureDefinition/MINSA.Patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/patient-contactrelationship,4.0.1,active,"2.16.840.1.113883.4.642.3.1130",PatientContactRelationship,Patient Contact Relationship ,"The nature of the relationship between the patient and the contact person.","StructureDefinition/MINSA.Patient","THO (V2)"
http://hl7.org/fhir/ValueSet/relatedperson-relationshiptype,4.0.1,draft,"2.16.840.1.113883.4.642.3.449",PatientRelationshipType,Patient relationship type,"A set of codes that can be used to indicate the relationship between a Patient and a Related Person.","StructureDefinition/MINSA.RelatedPerson","THO (V3),THO (V2)"
http://hl7.org/fhir/ValueSet/resource-types,4.0.1,active,"2.16.840.1.113883.4.642.3.27",ResourceType,ResourceType,"One of the resource types defined as part of this version of FHIR.","StructureDefinition/MINSA.Immunization","hl7.fhir.r4.core"
http://minsa.gob.pe/immunizations/ValueSet/MINSADoseNumberVS,1.0.0,active,,MINSADoseNumberVS,Números de Dosis del Esquema de Vacunación - MINSA,"Conjunto de valores para los números de dosis utilizados en el esquema nacional de vacunación del Perú",,"Internal"
http://minsa.gob.pe/immunizations/ValueSet/MINSAIdentifierTypeVS,1.0.0,active,,MINSAIdentifierTypeVS,Tipos de Documento de Identidad - MINSA,"Conjunto de valores para los tipos de documento de identidad utilizados en el sistema de inmunizaciones del Perú",,"Internal"
http://minsa.gob.pe/immunizations/ValueSet/MINSAImmunizationReasonNotGivenVS,1.0.0,active,,MINSAImmunizationReasonNotGivenVS,Razones de No Administración de Vacuna - MINSA,"Conjunto de valores para las razones por las cuales una vacuna no fue administrada, según el Registro Electrónico de Inmunizaciones de MINSA",,"Internal"
http://minsa.gob.pe/immunizations/ValueSet/MINSAVaccineVS,1.0.0,active,,MINSAVaccineVS,Vacunas del Esquema Nacional de Vacunación MINSA,"Conjunto de valores para las vacunas utilizadas en el esquema nacional de vacunación del Perú, incluyendo códigos MINSA y referencias a códigos WHO","StructureDefinition/MINSA.Immunization","Internal,smart.who.int.immunizations"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE212,0.2.0,active,,IMMZ_D_DE212,IMMZ.D.DE212 ValueSet for Type of poliovirus dose,"ValueSet for Type of poliovirus dose for IMMZ.D.DE212","StructureDefinition/MINSA.Immunization","smart.who.int.immunizations"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE216,0.2.0,active,,IMMZ_D_DE216,IMMZ.D.DE216 ValueSet for Type of JE dose,"ValueSet for Type of JE dose for IMMZ.D.DE216","StructureDefinition/MINSA.Immunization","smart.who.int.immunizations"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE220,0.2.0,active,,IMMZ_D_DE220,IMMZ.D.DE220 ValueSet for Type of TBE dose,"ValueSet for Type of TBE dose for IMMZ.D.DE220","StructureDefinition/MINSA.Immunization","smart.who.int.immunizations"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE225,0.2.0,active,,IMMZ_D_DE225,IMMZ.D.DE225 ValueSet for Type of typhoid dose,"ValueSet for Type of typhoid dose for IMMZ.D.DE225","StructureDefinition/MINSA.Immunization","smart.who.int.immunizations"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE229,0.2.0,active,,IMMZ_D_DE229,IMMZ.D.DE229 ValueSet for Type of cholera dose,"ValueSet for Type of cholera dose for IMMZ.D.DE229","StructureDefinition/MINSA.Immunization","smart.who.int.immunizations"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE237,0.2.0,active,,IMMZ_D_DE237,IMMZ.D.DE237 ValueSet for Type of hepatitis A dose,"ValueSet for Type of hepatitis A dose for IMMZ.D.DE237","StructureDefinition/MINSA.Immunization","smart.who.int.immunizations"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE254,0.2.0,active,,IMMZ_D_DE254,IMMZ.D.DE254 ValueSet for Type of hepatitis B dose,"ValueSet for Type of hepatitis B dose for IMMZ.D.DE254","StructureDefinition/MINSA.Immunization","smart.who.int.immunizations"
http://smart.who.int/immunizations/ValueSet/IMMZ.D.DE5,0.2.0,active,,IMMZ_D_DE5,IMMZ.D.DE5 ValueSet for Reason vaccine was not administered,"ValueSet for Reason vaccine was not administered for IMMZ.D.DE5","StructureDefinition/MINSA.Immunization","smart.who.int.immunizations"
